# y_true, y_pred
0.000000,0.372287
0.000000,0.327505
0.000000,0.360834
0.000000,0.357623
0.000000,0.407709
0.000000,0.368206
0.000000,0.361028
0.000000,0.343815
0.000000,0.423052
0.000000,0.344399
0.000000,0.402181
0.000000,0.319590
0.000000,0.299007
0.000000,0.382026
0.000000,0.570654
0.000000,0.357939
0.000000,0.321245
0.000000,0.449616
0.000000,0.350962
0.000000,0.492369
0.000000,0.385133
0.000000,0.353788
0.000000,0.372749
0.000000,0.414282
0.000000,0.381696
0.000000,0.382646
0.000000,0.337439
0.000000,0.434037
0.000000,0.384779
0.000000,0.374517
0.000000,0.302443
0.000000,0.305675
0.000000,0.321041
0.000000,0.399697
0.000000,0.365460
0.000000,0.397850
0.000000,0.363157
0.000000,0.360266
0.000000,0.343633
0.000000,0.373876
0.000000,0.331860
0.000000,0.323105
0.000000,0.292770
0.000000,0.300186
0.000000,0.339361
0.000000,0.335047
0.000000,0.300605
0.000000,0.347912
0.000000,0.393782
0.000000,0.379166
0.000000,0.324786
0.000000,0.331694
0.000000,0.376744
0.000000,0.387527
0.000000,0.299671
0.000000,0.304803
0.000000,0.336946
0.000000,0.303573
0.000000,0.622142
0.000000,0.382682
0.000000,0.358425
0.000000,0.345084
0.000000,0.480077
0.000000,0.318058
0.000000,0.389708
0.000000,0.330526
0.000000,0.345620
0.000000,0.355662
0.000000,0.349813
0.000000,0.320628
0.000000,0.357450
0.000000,0.366280
0.000000,0.376706
0.000000,0.327464
0.000000,0.389380
0.000000,0.330121
0.000000,0.377935
0.000000,0.373995
0.000000,0.330174
0.000000,0.383407
0.000000,0.335939
0.000000,0.283933
0.000000,0.287798
0.000000,0.299079
0.000000,0.345019
0.000000,0.273282
0.000000,0.317571
0.000000,0.390762
0.000000,0.357233
0.000000,0.397809
0.000000,0.336010
0.000000,0.408824
0.000000,0.342515
0.000000,0.321580
0.000000,0.362405
0.000000,0.300815
0.000000,0.603531
0.000000,0.407919
0.000000,0.371916
0.000000,0.431905
0.000000,0.365290
0.000000,0.435668
0.000000,0.348323
0.000000,0.290002
0.000000,0.353947
0.000000,0.322707
0.000000,0.418177
0.000000,0.347140
0.000000,0.341720
0.000000,0.339439
0.000000,0.351315
0.000000,0.350541
0.000000,0.309660
0.000000,0.301317
0.000000,0.310020
0.000000,0.398076
0.000000,0.333200
0.000000,0.316476
0.000000,0.287326
0.000000,0.294166
0.000000,0.279965
0.000000,0.412009
0.000000,0.324823
0.000000,0.306505
0.000000,0.329171
0.000000,0.315661
0.000000,0.359365
0.000000,0.365680
0.000000,0.311145
0.000000,0.337600
0.000000,0.364807
0.000000,0.311543
0.000000,0.320477
0.000000,0.312089
0.000000,0.311898
0.000000,0.343339
0.000000,0.332956
0.000000,0.365334
0.000000,0.336811
0.000000,0.357445
0.000000,0.320690
0.000000,0.340916
0.000000,0.448625
0.000000,0.386139
0.000000,0.347668
0.000000,0.355066
0.000000,0.375376
0.000000,0.350166
0.000000,0.396511
0.000000,0.321110
0.000000,0.341908
0.000000,0.419442
0.000000,0.377059
0.000000,0.496849
0.000000,0.346202
0.000000,0.386769
0.000000,0.373395
0.000000,0.364995
0.000000,0.323340
0.000000,0.353332
0.000000,0.488379
0.000000,0.402031
0.000000,0.341731
0.000000,0.352719
0.000000,0.337410
0.000000,0.387871
0.000000,0.412179
0.000000,0.311549
0.000000,0.366366
0.000000,0.354931
0.000000,0.465784
0.000000,0.345520
0.000000,0.364171
0.000000,0.310619
0.000000,0.351074
0.000000,0.353526
0.000000,0.391627
0.000000,0.399724
0.000000,0.412356
0.000000,0.348181
0.000000,0.279442
0.000000,0.514017
0.000000,0.263609
0.000000,0.302362
0.000000,0.376213
0.000000,0.378426
0.000000,0.305474
0.000000,0.323603
0.000000,0.332959
0.000000,0.379002
0.000000,0.386835
0.000000,0.375276
0.000000,0.352913
0.000000,0.299290
0.000000,0.299358
0.000000,0.362082
0.000000,0.365703
0.000000,0.313155
0.000000,0.450617
0.000000,0.465340
0.000000,0.447604
0.000000,0.400008
0.000000,0.394051
0.000000,0.384267
0.000000,0.354718
0.000000,0.357108
0.000000,0.393857
0.000000,0.381249
0.000000,0.356855
0.000000,0.324528
0.000000,0.430786
0.000000,0.369769
0.000000,0.470733
0.000000,0.418397
0.000000,0.366485
0.000000,0.346197
0.000000,0.290423
0.000000,0.393645
0.000000,0.457281
0.000000,0.439694
0.000000,0.414679
0.000000,0.409350
0.000000,0.451546
0.000000,0.430114
0.000000,0.357736
0.000000,0.407023
0.000000,0.308992
0.000000,0.296287
0.000000,0.374665
0.000000,0.362832
0.000000,0.329199
0.000000,0.402794
0.000000,0.335219
0.000000,0.328378
0.000000,0.342444
0.000000,0.321414
0.000000,0.308323
0.000000,0.310428
0.000000,0.329778
0.000000,0.300396
0.000000,0.293436
0.000000,0.456691
0.000000,0.354357
0.000000,0.389970
0.000000,0.350053
0.000000,0.411347
0.000000,0.432071
0.000000,0.428162
0.000000,0.296638
0.000000,0.360875
0.000000,0.326126
0.000000,0.467745
0.000000,0.476780
0.000000,0.242082
0.000000,0.342384
0.000000,0.374735
0.000000,0.308927
0.000000,0.323172
0.000000,0.315686
0.000000,0.300218
0.000000,0.397956
0.000000,0.336450
0.000000,0.305682
0.000000,0.317875
0.000000,0.323279
0.000000,0.331098
0.000000,0.326254
0.000000,0.347016
0.000000,0.325942
0.000000,0.306584
0.000000,0.331367
0.000000,0.338632
0.000000,0.615280
0.000000,0.379408
0.000000,0.312554
0.000000,0.330076
0.000000,0.356869
0.000000,0.302008
0.000000,0.337029
0.000000,0.298948
0.000000,0.330186
0.000000,0.412036
0.000000,0.323424
0.000000,0.321434
0.000000,0.282872
0.000000,0.313384
0.000000,0.340439
0.000000,0.438723
0.000000,0.311579
0.000000,0.371751
0.000000,0.444270
0.000000,0.291230
0.000000,0.313203
0.000000,0.312755
0.000000,0.348563
0.000000,0.340315
0.000000,0.306073
0.000000,0.704915
0.000000,0.297563
0.000000,0.361857
0.000000,0.342740
0.000000,0.337343
0.000000,0.330710
0.000000,0.326867
0.000000,0.438456
0.000000,0.798509
0.000000,0.598961
0.000000,0.349859
0.000000,0.332034
0.000000,0.406688
0.000000,0.464524
0.000000,0.356447
0.000000,0.350234
0.000000,0.283607
0.000000,0.263648
0.000000,0.335530
0.000000,0.356376
0.000000,0.493100
0.000000,0.258130
0.000000,0.301262
0.000000,0.583338
0.000000,0.287471
0.000000,0.450069
0.000000,0.421646
0.000000,0.395704
0.000000,0.308654
0.000000,0.318250
0.000000,0.316453
0.000000,0.327240
0.000000,0.321319
0.000000,0.319091
0.000000,0.411302
0.000000,0.375209
0.000000,0.298065
0.000000,0.328984
0.000000,0.378967
0.000000,0.368018
0.000000,0.339768
0.000000,0.345662
0.000000,0.379895
0.000000,0.348660
0.000000,0.320693
0.000000,0.353524
0.000000,0.348442
0.000000,0.380042
0.000000,0.278191
0.000000,0.367133
0.000000,0.332202
0.000000,0.324364
0.000000,0.334053
0.000000,0.340745
0.000000,0.352298
0.000000,0.286243
0.000000,0.354529
0.000000,0.608518
0.000000,0.352417
0.000000,0.461631
0.000000,0.318725
0.000000,0.310323
0.000000,0.342747
0.000000,0.350975
0.000000,0.339012
0.000000,0.342766
0.000000,0.279209
0.000000,0.307168
0.000000,0.320713
0.000000,0.393197
0.000000,0.305875
0.000000,0.323413
0.000000,0.328662
0.000000,0.294840
0.000000,0.320348
0.000000,0.329731
0.000000,0.367269
0.000000,0.304657
0.000000,0.321958
0.000000,0.324175
0.000000,0.301545
0.000000,0.372469
0.000000,0.324786
0.000000,0.430799
0.000000,0.291592
0.000000,0.327096
0.000000,0.399942
0.000000,0.273308
0.000000,0.315637
0.000000,0.372760
0.000000,0.324549
0.000000,0.386987
0.000000,0.345776
0.000000,0.366472
0.000000,0.297609
0.000000,0.330984
0.000000,0.356198
0.000000,0.330056
0.000000,0.300981
0.000000,0.336153
0.000000,0.329566
0.000000,0.502510
0.000000,0.400823
0.000000,0.319759
0.000000,0.336995
0.000000,0.496576
0.000000,0.318578
0.000000,0.393172
0.000000,0.333161
0.000000,0.335932
0.000000,0.363658
0.000000,0.435662
0.000000,0.303849
0.000000,0.352513
0.000000,0.297351
0.000000,0.341740
0.000000,0.299035
0.000000,0.331112
0.000000,0.344896
0.000000,0.321078
0.000000,0.344640
0.000000,0.506516
0.000000,0.307978
0.000000,0.311880
0.000000,0.315690
0.000000,0.437569
0.000000,0.338298
0.000000,0.339366
0.000000,0.309485
0.000000,0.301154
0.000000,0.284400
0.000000,0.310637
0.000000,0.397160
0.000000,0.291969
0.000000,0.284086
0.000000,0.305464
0.000000,0.315639
0.000000,0.315685
0.000000,0.364159
0.000000,0.301856
0.000000,0.495612
0.000000,0.298880
0.000000,0.285756
0.000000,0.307733
0.000000,0.298332
0.000000,0.409490
0.000000,0.352542
0.000000,0.398378
0.000000,0.329150
0.000000,0.282834
0.000000,0.402301
0.000000,0.593688
0.000000,0.296882
0.000000,0.332353
0.000000,0.319044
0.000000,0.379773
0.000000,0.305703
0.000000,0.320000
0.000000,0.412985
0.000000,0.408551
0.000000,0.315425
0.000000,0.342731
0.000000,0.357921
0.000000,0.305834
0.000000,0.344324
0.000000,0.304600
0.000000,0.285360
0.000000,0.480693
0.000000,0.279160
0.000000,0.288660
0.000000,0.351558
0.000000,0.358954
0.000000,0.361696
0.000000,0.455473
0.000000,0.341979
0.000000,0.355715
0.000000,0.355297
0.000000,0.394412
0.000000,0.308848
0.000000,0.326459
0.000000,0.345709
0.000000,0.347090
0.000000,0.326668
0.000000,0.329576
0.000000,0.333897
0.000000,0.463552
0.000000,0.315937
0.000000,0.303680
0.000000,0.310140
0.000000,0.365512
0.000000,0.304274
0.000000,0.287701
0.000000,0.355043
0.000000,0.353763
0.000000,0.308513
0.000000,0.337954
0.000000,0.365982
0.000000,0.363580
0.000000,0.338549
0.000000,0.315112
0.000000,0.313870
0.000000,0.313924
0.000000,0.318702
0.000000,0.421669
0.000000,0.292699
0.000000,0.299167
0.000000,0.275042
0.000000,0.314952
0.000000,0.312796
0.000000,0.266958
0.000000,0.309476
0.000000,0.322081
0.000000,0.322425
0.000000,0.297748
0.000000,0.459220
0.000000,0.299428
0.000000,0.391995
0.000000,0.429443
0.000000,0.309068
0.000000,0.392088
0.000000,0.440104
0.000000,0.447672
0.000000,0.297572
0.000000,0.304664
0.000000,0.342975
0.000000,0.341758
0.000000,0.363353
0.000000,0.377767
0.000000,0.304493
0.000000,0.353128
0.000000,0.747642
0.000000,0.318147
0.000000,0.318026
0.000000,0.364858
0.000000,0.328000
0.000000,0.311039
0.000000,0.338366
0.000000,0.335872
0.000000,0.361175
0.000000,0.336169
0.000000,0.375990
0.000000,0.340055
0.000000,0.355055
0.000000,0.470531
0.000000,0.389458
0.000000,0.348934
0.000000,0.363643
0.000000,0.339413
0.000000,0.412738
0.000000,0.375007
0.000000,0.320432
0.000000,0.289585
0.000000,0.302394
0.000000,0.329458
0.000000,0.338215
0.000000,0.331013
0.000000,0.286370
0.000000,0.345232
0.000000,0.312227
0.000000,0.291524
0.000000,0.341163
0.000000,0.306671
0.000000,0.341441
0.000000,0.335172
0.000000,0.324681
0.000000,0.344319
0.000000,0.402117
0.000000,0.472742
0.000000,0.346660
0.000000,0.363261
0.000000,0.345789
0.000000,0.331262
0.000000,0.353826
0.000000,0.314568
0.000000,0.309966
0.000000,0.352244
0.000000,0.423463
0.000000,0.297446
0.000000,0.281668
0.000000,0.478468
0.000000,0.343997
0.000000,0.315754
0.000000,0.358202
0.000000,0.324379
0.000000,0.384493
0.000000,0.328904
0.000000,0.314166
0.000000,0.380473
0.000000,0.300975
0.000000,0.346609
0.000000,0.449257
0.000000,0.329486
0.000000,0.314968
0.000000,0.309159
0.000000,0.330968
0.000000,0.334710
0.000000,0.322789
0.000000,0.301629
0.000000,0.373566
0.000000,0.268487
0.000000,0.325841
0.000000,0.316873
0.000000,0.317253
0.000000,0.362951
0.000000,0.305900
0.000000,0.333393
0.000000,0.343197
0.000000,0.305686
0.000000,0.341587
0.000000,0.360926
0.000000,0.313900
0.000000,0.337730
0.000000,0.356134
0.000000,0.338632
0.000000,0.307763
0.000000,0.290692
0.000000,0.411570
0.000000,0.345090
0.000000,0.329037
0.000000,0.328902
0.000000,0.353313
0.000000,0.374531
0.000000,0.318500
0.000000,0.283829
0.000000,0.357520
0.000000,0.335358
0.000000,0.330236
0.000000,0.284515
0.000000,0.368369
0.000000,0.305947
0.000000,0.339625
0.000000,0.299621
0.000000,0.394227
0.000000,0.334525
0.000000,0.336329
0.000000,0.292224
0.000000,0.363262
0.000000,0.306211
0.000000,0.341264
0.000000,0.376788
0.000000,0.309479
0.000000,0.299689
0.000000,0.345818
0.000000,0.294342
0.000000,0.493024
0.000000,0.297194
0.000000,0.344662
0.000000,0.303352
0.000000,0.326035
0.000000,0.411002
0.000000,0.319704
0.000000,0.327631
0.000000,0.321472
0.000000,0.309828
0.000000,0.311628
0.000000,0.287471
0.000000,0.277190
0.000000,0.302963
0.000000,0.365309
0.000000,0.281946
0.000000,0.301133
0.000000,0.420424
0.000000,0.317724
0.000000,0.433888
0.000000,0.394165
0.000000,0.342249
0.000000,0.301789
0.000000,0.309662
0.000000,0.381459
0.000000,0.383578
0.000000,0.323922
0.000000,0.311100
0.000000,0.412310
0.000000,0.384011
0.000000,0.280338
0.000000,0.375626
0.000000,0.407634
0.000000,0.299765
0.000000,0.334235
0.000000,0.365356
1.000000,0.487655
1.000000,0.538300
1.000000,0.490466
1.000000,0.544450
1.000000,0.535056
1.000000,0.568734
1.000000,0.384862
1.000000,0.464302
1.000000,0.530609
1.000000,0.352444
1.000000,0.468768
1.000000,0.482522
1.000000,0.424558
1.000000,0.500755
1.000000,0.412756
1.000000,0.614577
1.000000,0.530270
1.000000,0.478073
1.000000,0.405165
1.000000,0.615268
1.000000,0.543950
1.000000,0.528419
1.000000,0.665140
1.000000,0.475170
1.000000,0.563690
1.000000,0.397541
1.000000,0.390019
1.000000,0.414531
1.000000,0.408418
1.000000,0.563971
1.000000,0.493258
1.000000,0.517160
1.000000,0.492565
1.000000,0.415164
1.000000,0.484021
1.000000,0.362920
1.000000,0.592575
1.000000,0.489904
1.000000,0.482826
1.000000,0.384602
1.000000,0.538576
1.000000,0.502627
1.000000,0.588739
1.000000,0.552057
1.000000,0.536069
1.000000,0.515688
1.000000,0.418826
1.000000,0.612873
1.000000,0.565677
1.000000,0.562335
1.000000,0.547309
1.000000,0.746861
1.000000,0.657423
1.000000,0.553959
1.000000,0.386421
1.000000,0.432149
1.000000,0.449086
1.000000,0.405202
1.000000,0.380905
1.000000,0.431512
1.000000,0.415634
1.000000,0.509959
1.000000,0.409311
1.000000,0.581166
1.000000,0.411361
1.000000,0.435697
1.000000,0.402680
1.000000,0.578485
1.000000,0.454372
1.000000,0.571844
1.000000,0.495877
1.000000,0.520362
1.000000,0.546218
1.000000,0.454697
1.000000,0.404778
1.000000,0.424457
1.000000,0.542715
1.000000,0.443077
1.000000,0.416437
1.000000,0.405943
1.000000,0.623107
1.000000,0.348906
1.000000,0.445720
1.000000,0.430459
1.000000,0.356168
1.000000,0.417073
1.000000,0.456243
1.000000,0.332701
1.000000,0.475868
1.000000,0.411540
1.000000,0.529688
1.000000,0.383544
1.000000,0.341645
1.000000,0.558339
1.000000,0.502380
1.000000,0.439794
1.000000,0.484217
1.000000,0.382734
1.000000,0.494883
1.000000,0.443904
1.000000,0.458922
1.000000,0.422413
1.000000,0.390432
1.000000,0.431829
1.000000,0.476605
1.000000,0.521479
1.000000,0.609386
1.000000,0.436352
1.000000,0.515033
1.000000,0.398766
1.000000,0.540524
1.000000,0.551928
1.000000,0.399392
1.000000,0.721340
1.000000,0.617793
1.000000,0.629450
1.000000,0.671843
1.000000,0.435758
1.000000,0.612422
1.000000,0.582022
1.000000,0.420101
1.000000,0.379141
1.000000,0.392367
1.000000,0.424730
1.000000,0.407707
1.000000,0.491035
1.000000,0.461225
1.000000,0.351825
1.000000,0.441395
1.000000,0.403742
1.000000,0.464729
1.000000,0.455333
1.000000,0.473976
1.000000,0.505205
1.000000,0.410239
1.000000,0.511033
1.000000,0.429203
1.000000,0.402426
1.000000,0.494149
1.000000,0.526614
1.000000,0.368307
1.000000,0.441316
1.000000,0.431235
1.000000,0.429064
1.000000,0.336876
1.000000,0.514937
1.000000,0.338294
1.000000,0.431237
1.000000,0.585608
1.000000,0.552916
1.000000,0.471898
1.000000,0.409540
1.000000,0.617121
1.000000,0.453572
1.000000,0.485108
1.000000,0.473381
1.000000,0.518939
1.000000,0.467819
1.000000,0.461130
1.000000,0.477692
1.000000,0.535529
1.000000,0.480989
1.000000,0.450248
1.000000,0.501988
1.000000,0.510971
1.000000,0.443382
1.000000,0.416977
1.000000,0.518982
1.000000,0.404086
1.000000,0.442121
1.000000,0.465735
1.000000,0.549358
1.000000,0.422604
1.000000,0.410011
1.000000,0.500482
1.000000,0.409332
1.000000,0.321066
1.000000,0.505509
1.000000,0.418859
1.000000,0.361948
1.000000,0.422517
1.000000,0.509009
1.000000,0.457097
1.000000,0.501924
1.000000,0.490051
1.000000,0.405783
1.000000,0.580386
1.000000,0.368227
1.000000,0.394668
1.000000,0.454128
1.000000,0.752449
1.000000,0.372981
1.000000,0.458220
1.000000,0.447476
1.000000,0.407997
1.000000,0.474947
1.000000,0.442948
1.000000,0.489085
1.000000,0.475666
1.000000,0.450721
1.000000,0.508214
1.000000,0.643244
1.000000,0.511960
1.000000,0.595915
1.000000,0.423733
1.000000,0.430750
1.000000,0.486438
1.000000,0.422427
1.000000,0.459807
1.000000,0.697612
1.000000,0.616380
1.000000,0.625788
1.000000,0.609471
1.000000,0.492422
1.000000,0.455096
1.000000,0.411754
1.000000,0.460148
1.000000,0.403704
1.000000,0.412743
1.000000,0.530471
1.000000,0.506428
1.000000,0.552570
1.000000,0.471165
1.000000,0.505077
1.000000,0.360092
1.000000,0.458710
1.000000,0.466228
1.000000,0.501214
1.000000,0.461625
1.000000,0.481996
1.000000,0.501688
1.000000,0.344968
1.000000,0.413464
1.000000,0.489950
1.000000,0.486744
1.000000,0.477802
1.000000,0.502371
1.000000,0.480793
1.000000,0.361700
1.000000,0.380707
1.000000,0.431651
1.000000,0.435694
1.000000,0.503609
1.000000,0.511558
1.000000,0.726258
1.000000,0.443938
1.000000,0.496247
1.000000,0.426129
1.000000,0.530577
1.000000,0.606337
1.000000,0.577395
1.000000,0.393367
1.000000,0.637097
1.000000,0.696778
1.000000,0.616853
1.000000,0.464529
1.000000,0.502043
1.000000,0.504679
1.000000,0.519523
1.000000,0.560457
1.000000,0.453713
1.000000,0.564391
1.000000,0.461034
1.000000,0.564454
